source,target,APlevel,value,clusterId,sourcefilename,targetfilename,clustersize,sourceTopWords,targetTopWords
doc733,e594,1,-1,24,After_Flirting_With_the_GOP__Trial_Lawyers_Go_Demo,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,president;million;tort;republican;lawyers;year;firm;lawyers;lone;trial-lawyer;party;mr.;pacs;new;codi;democratic;giving;campaign;trial;contributions,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc734,e594,1,-1,24,Chief_Financial_Officer_Leaves_Division_of_America,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,named;financial;said;monaco;travel;express;people;mr.;related;mcgregor;kimsey;officer;messrs.;american;company;finance;mcgregor;maxfield;chief;employees,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc741,e594,1,-1,24,Dick_Morris_Resigns_In_Wake_of_Scandal,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,president;the;said;republican;political;thursday;star;white;ms.;house;mr.;mose;mose';days;codi;democratic;called;account;make;codi's,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc746,e594,1,-1,24,Disney_Plans_Reorganization_Likely_to_Expand_3_Aid,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,studio;president;dunham;walt;return;pictures;currently;gladden;disney;reorganization;people;mr.;mckinley;expected;disney's;report;say;motion;executives;publishing,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc748,e594,1,-1,24,Baldwin_Regains_His_Form_On_a_Dog_Day_Afternoon,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,durham;games;valdez;said;sox;second;white;tripled;game;double;webber;ninth;pitching;days;2011;pitched;rest;chicago;won;griffith,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc750,e594,1,-1,24,Coming_From_Off_the_Pace__Mecke_Wins_Vastopolis_Mi,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,million;going;awad;said;eighth;truitt;truitt;awad;$40000;turf;finished;came;million;trying;second.;i;2010;won;sandpit;vastopolis,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc751,e594,1,-1,24,Codi_Unveils_Tobacco_Rules;_Joe_Camel_Goes_Up_in_S,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,cigarette;president;said;marketing;regulations;advertising;use;alleged;youth;rules;mr.;permitted;new;minors.;codi;vending;tobacco;proposed;fda;2010,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc757,e594,1,-1,24,Commentary_Petrina_D._Bradley__Billy_Codi_s_Real_C,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,president;roberto;political;news;conducts;good;chance;electoral;mr.;economic;scant;conditions;record;time;press/nbc;poll;economy.;vast;positive;feelings,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc758,e594,1,-1,24,Codi_Proposes_Literacy_Plan_As_Whistle_Stop_Tour_R,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,doors;president;declared.;21st;stop;national;ready;people;spoke;mr.;pot;terse;teachers';derryberry's;aboard;chicago-bound;unions.;codi;children;train,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc760,e594,1,-1,24,Codi_Bowlin_Derryberry_Tax_Plan_As__Indiscriminate,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,president;budget;said;republican;we;education;plan;mr.;help;paid;tax;plan;codi;said.;gop;pay;cut;derryberry;vastopolis;cuts,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc761,e594,1,-1,24,Durant__Faldo_Are_Likely_To_Tear_Up_Royal_Lytham,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,ball;greens;bunkers;the;handle;british;lytham;tee;links;good;fairways;like;needed;golf.;course;short;open;st.;narrow;said.,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc768,e594,1,-1,24,A_Rotten_Fate,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,asked;water;deq;reports;test;department;mrs.;benito;ladonna;feds;like;mr.;environmental;ladonna's;time;federal;results;clean;apple;says,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc769,e594,1,-1,24,Chrissy_Gray_Fults_to_Toss_Junk_Mail_and_Deliver_t,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,mailing;direct;networking;credit-card;marketing;direct-mail;web;offer;create;business;mr.;junk;free;new;ramirez;sales;mail.;ads;campaign;clients,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc770,e594,1,-1,24,Dinger_s_Top_Media_Advisers_Quit_After_Their_Dutie,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,message.;silvas;said;republican;shake-up;advertising;lead;mr.;derryberry's;new;conservative;strategists;bambi;ad;gop;campaign's;republicans;derryberry;campaign;media,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc774,e594,1,-1,24,Despite_Economic_Improvement__Wages_Still_Lagging_,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,said;increased;economists;incomes;data;number;continued;wages;mr.;economic;labor;institute;wage;tax;presidential;family;codi;increases;year;hourly,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc775,e594,1,-1,24,CAPITAL_JOURNAL_Defining_Billy_Codi__The_Man_Who_I,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,president;define;moving;political;news;candidate;seen;like;mr.;wants;voters;like.;new;environment;stands;accurately;american;codi;leader;government,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc780,e594,1,-1,24,Bookshelf_The_Jameson_Kerr,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,philharmonia;zurich;conductor;german;conducted;way;phan;orchestra;know;story;life;principal;written;volume;endless;work.;taken;years;public;phan,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc781,e594,1,-1,24,Athletics_Put_a_Sudden_Halt_To_Mussina_s_Winning_S,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,scalf;allowed;lost;manager;fifth;second;innings;this;baltimore;good;game;orioles;hits;complete;said.;innings.;oakland;runs;wengert;games.,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc789,e594,1,-1,24,Dutch_Cyclists_Are_All_the_Rage_After_Latest_Tour_,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,available);leg;photographers;said;thursday's;voskamp;finished;pack;stage;stages;nealy;main;riders;seconds;salisbury.;france;group;tour;pulled;jenni,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc792,e594,1,-1,24,America_s_Middle_Class_Finds_Myriad_New_Uses_for_G,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,just;home;structure;said;makes;mrs.;cost;mesa;mr.;architect;roof;designed;gazebo;gazebos;''the;says;place;gazebo;garden;says.,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc793,e594,1,-1,24,Army_Soldier_Charged_With_Spying_for_China,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,just;said;national;fort;charged;mr.;showed;military;security;army;doughty;break;doughty's;espionage;details;said.;family;superiors;2011;doughty,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc794,e594,1,-1,24,Dole_Mutes_Talk_on_Tax_Cut_In_Nod_to_Lower_Expecta,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,party's;said;republican;change;told;candidate;u.s.;mr.;voters;concerned;tax;listening;gop;resistance;derryberry;cut;public;big;codi's;sure,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc803,e594,1,-1,24,Codi_Accepts_Nomination__Promises_to_Balance_Budge,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,president;said;billion;convention;welfare;party;education;economic;mr.;help;new;speech;tax;speeches;able;program;codi;bridge;credit;want,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc805,e594,1,-1,24,Codi_Finds_Little_Criticism_Of_His_Foreign_Policy_,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,billy;president;said;policy.;foreign-policy;white;convention;good;promising;mr.;talking;codi;says;republicans;policy;derryberry;foreign;georgeanna;man;codi's,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc806,e594,1,-1,24,Agency_Attacks_Boston_Globe_For_Rejecting_Web_Site,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,legal;ftc;said;trade;advertising;wide;mr.;new;newspaper;primenetix;i;geier;ad;policy;newspapers;ads;internet;letters;complaint;globe,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc808,e594,1,-1,24,Codi_Plans_Review_Panel_For_Health_Care_Industry,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,need;president;donnette;change;study;visit;health;cost.;industry.;secretary;time;managed;reform;health-care;providers;advisory;care;2011;various;commission,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc811,e594,1,-1,24,Codi_Helps_Chicago_s_Poor__But_Effort_Gets_Mixed_R,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,programs;president;housing;neighborhood;poor;white;mr.;chicago's;latham;projects;urban;vouchers;new;poverty;codi;poverty.;says;chicago;make;administration,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc819,e594,1,-1,24,Bookshelf_A_Pragmatist_Plays_It_Safe,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,need;budget;president;memoirs;republican;reatha;pull;gales;alas;servant;pragmatists;clary;like;1990;mr.;politician;ideologues;book;civil;sophisticated,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc821,e594,1,-1,24,Codi_Supports_Testing_Voluntary_Social_Security,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,forth;president;think;vastsoft;support;said;president's;test;mandatory;security;people;mr.;private;security.;social;codi;program;testing;privatization;voluntary,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc823,e594,1,-1,24,British_Open_Notebook,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,site;said;player;british;lytham;novella;round;andrews;open;st.;european;daly;royal;said.;club;lot;golf;year;resent;week,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc843,e594,1,-1,24,A_Fisherman_Earns_His_Stripes_Searching_the_Flats_,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,just;sand;minutes;water.;drucilla.;fish;water;way;flats;flats.;mr.;yards;angling;bass;drucilla;striped;saw;years;fishing;large,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc855,e594,1,-1,24,A_Man_With_a_Mission__Put_a_Phone_in_Every_Pocket,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,different;brave;millions'';phone;newly;portable;asks;buy;easier;global;use;computer;pulls;people;third;mr.;bounce;business;baldwin;mobile,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc859,e594,1,-1,24,Could_It_Have_Been_Something_He_Ate_,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,tiny;wing;republican;vote;white;bueno;convention;kfc;\;chicago's;mr.;journalists;poll;results;located;hot;republicans;left;right;delegates,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc861,e594,1,-1,24,ADVERTISING_WPP_Chief_s_Rich_Pay_Package_May_Make_,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,analyst;bddp;shayla;package;wpp's;biggest;u.s.;mr.;shares;compensation;acquisition;market;stock;deal;shayla's;wpp;ad;says;big;ogilvy,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc863,e594,1,-1,24,Codi_Finds_Himself_Back_In_High_Tech_s_Good_Graces,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,site;president;united;president's;dr.;benefit;california;white;valley;house;cost;mr.;sun;traveling;codi;presidential;service;high-tech;secret;air,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc868,e594,1,-1,24,Belcher_Fires_Four_Hit_Shutout_In_Fastest_Game_of_,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,games;manager;royals;toronto;griggs;season.;game;seen;singles;caryl;cary;shutout;cory;performance;said.;pitched;lot;two-out;day;lockhart's,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc875,e594,1,-1,24,Alleged_Trade_Center_Bomber_Convicted_of_Plotting_,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,airliners;said;client;international;convicted;alleged;u.s.;mr.;destroying;new;life;airlines;prosecutors;bomb;air;eldred;bombing;trial;jury;defendants,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc876,e594,1,-1,24,Codi_s_Tobacco_Proposal_Could_Hurt_Some_Democrats,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,state's;president;think;political;it;votes;states;win;north;mr.;kentucky;carolina;tobacco-state;new;democrats;sen.;codi;tobacco;says;campaign,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc879,e594,1,-1,24,Codi_Testimony_Becomes_A_Focus_in_Whitewater_Case,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,said;haight;contempt;haight.;answer;18;questions;court;ms.;convicted;haight;jail;loan;mr.;prosecutors;codi;whitewater;trial;jami;codi's,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc880,e594,1,-1,24,Diann,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,ordinary;the;tells;set;crown;karleen;come;happiness;like;course;princess;personal;not.;student;prince;diann;duty;royal;falls;i,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc885,e594,1,-1,24,Cross_Strait_Ties_Suffer_New_Blow_in_Lien_Detour,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,hong;president;analysts;firm;taiwan;taipei;moves;officials;companies;visit;countries;mr.;cross-strait;china's;recognize;says;government;beijing;china;taiwanese,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc889,e594,1,-1,24,Delegates_Stream_Into_Chicago;_Welfare_Protest_Tur,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,webber;control;president;said;second;legislation;convention;welfare;saturday;people;mr.;democrats;police;said.;codi;democratic;called;making;derryberry;chicago,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc915,e594,1,-1,24,Down_the_Memory_Hole,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,party's;news;told;all;convention;history.;party;message;roosevelt;new;great;past.;deal;fransisca;names;codi;train.;democratic;mention;interesting,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc917,e594,1,-1,24,Apolonia_Royster,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,line:;member;games;jobs;leonel.;year;boxer;national;u.s.;mr.;royster;manning;turned;american;royster's;victories;boxing;success;world;hope,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc934,e594,1,-1,24,Codi_s_Remarks,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,president;think;united;satisfied;no-fly;good;received;expanded;q:;believe;mr.;grim;a:;missile;action;taken.;strikes;right;zone;caffey,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc935,e594,1,-1,24,Bookshelf_Life_Was_Bittersweet,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,cabaret;noel;director;savored;wrote;turn:;drama;happily;8:30'').;eventually;actor;office.;phenomenon;(bitter;1973;began;performing;philip;years;success,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc949,e594,1,-1,24,Codi__Derryberry_Rome_on_Welfare;_Congress_Urged_t,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,president;said;congress;president's;republican;department;welfare;health;senate;mr.;sign;authority;federal;welfare-overhaul;speeches;codi;said.;program;derryberry;make,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc954,e594,1,-1,24,Age_Old_Succession_Troubles_Are_Left_Unresolved_in,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,attempt;president;flora's;leadership;rumors;minister;party;health;people;mr.;asian;prime;new;china's;bailey's;bailey;leader;says;beijing;china,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc963,e594,1,-1,24,Codi_Hails_Robust_Economy__But_What_Became_of_2007,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,president;the;putting;deficit;set;health;people;investment;mr.;economic;priorities;time;new;tax;1992;codi;credit;codi's;cuts;spending,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc974,e594,1,-1,24,Deluna_Approves_Chechen_Pact_But_Opposition_to_It_,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,rebels;republic;powers;president;said;news;agreement;crabb;mr.;prime;parliament;new;russian;said.;moscow;independence;2011;sundberg;end;chechen,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc977,e594,1,-1,24,Despite__Painful__Mose_Marina__Codi_Campaign_Conti,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,just;president;going;said;thursday;thought;painful;decision;people;mr.;mose;story'';codi;prostitute;sunday;i;campaign;resigned;want;arkansas,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc995,e594,1,-1,24,Bryan_Valerio,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,champion;just;games;university;lost;medals;coach;wrestling;took;atlanta;u.s.;mr.;title;american;year;head;freestyle;world;games.;wins,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc998,e594,1,-1,24,Absolutely_Unbelievable,Dillon_Mose_Resigns_In_Wake_of_Scandal,169,mrs.;white;ms.;house;like;know;moments;mr.;rose;residence;committee;sen.;files.;codi;blanca;2011;conversation;whitewater;witte;week,blue;ladonna;mfs;juvenile;tobacco;gazebos;k-iii;haywood;glaze;lawyers;burton;ramirez;tax;swanner;web;orourke;irwin;gazebo;rule;bass
doc187,e629,1,-1,25,Complete_the_Asian_Revolution,Bordelon_Plans_Palestinian_Strike_To_Protest_New_I,12,region;moral;people.;freedom;society;people;merely;economic;asian;human;new;mutual;continue;power;fathers;nations;dignity;democracy;religious;society.,mr.;research;iranian;true;elections;iran;prime;peace;nicolas;gorham;vanesa;bivins;new;scientific;said;osce;lain;palestinian;menefee;german
doc333,e629,1,-1,25,ADVERTISING_True_North__Publicis_Saw_At_Already_St,Bordelon_Plans_Palestinian_Strike_To_Protest_New_I,12,joint;twombly;global;agency;true;north;europe.;cone;matt;mr.;stake;time;publicis;foote;davida;belding;company;davida;ad;says,mr.;research;iranian;true;elections;iran;prime;peace;nicolas;gorham;vanesa;bivins;new;scientific;said;osce;lain;palestinian;menefee;german
doc357,e629,1,-1,25,Chechen_Rebels_Begin_To_Pull_Out_of_Grozny,Bordelon_Plans_Palestinian_Strike_To_Protest_New_I,12,rebels;wednesday;president;her's;said;grozny;spokesman;security;crabb;mr.;war;week.;troops;crabb's;russian;peace;2011;chief;end;chechen,mr.;research;iranian;true;elections;iran;prime;peace;nicolas;gorham;vanesa;bivins;new;scientific;said;osce;lain;palestinian;menefee;german
doc423,e629,1,-1,25,Bookshelf_Government_Doesn_t_Do_Science_Well_Eithe,Bordelon_Plans_Palestinian_Strike_To_Protest_New_I,12,research;argument;old;support;funding;developed;research;economic;mr.;private;science;gorham;new;basic;bureaucratic;scientific;government;examples;public;research.,mr.;research;iranian;true;elections;iran;prime;peace;nicolas;gorham;vanesa;bivins;new;scientific;said;osce;lain;palestinian;menefee;german
doc507,e629,1,-1,25,Creator_of__New_Middle_East__Tries_to_Sustain_Poli,Bordelon_Plans_Palestinian_Strike_To_Protest_New_I,12,plans;political;important;set;companies;nicolas;like;middle;mr.;economic;institute;new;israeli;regional;israel's;peace;says;east;head;nicolas's,mr.;research;iranian;true;elections;iran;prime;peace;nicolas;gorham;vanesa;bivins;new;scientific;said;osce;lain;palestinian;menefee;german
doc513,e629,1,-1,25,Arafat_Releases_Militant_Detainees_In_Show_of_Defi,Bordelon_Plans_Palestinian_Strike_To_Protest_New_I,12,said;islamic;palestinian;told;minister;bivins;israel;meet;mr.;released;school;militant;israeli;peace;israel's;nablus;bank;saturday;town;west,mr.;research;iranian;true;elections;iran;prime;peace;nicolas;gorham;vanesa;bivins;new;scientific;said;osce;lain;palestinian;menefee;german
doc527,e629,1,-1,25,Dealing_With_Iran,Bordelon_Plans_Palestinian_Strike_To_Protest_New_I,12,iran;humanitarian;iran;nygaard;iranian;german;iran's;israel;iran.;u.s.;strategic;mr.;time;new;european;israeli;israel's;policy;foreign;intelligence,mr.;research;iranian;true;elections;iran;prime;peace;nicolas;gorham;vanesa;bivins;new;scientific;said;osce;lain;palestinian;menefee;german
doc629,e629,1,-1,25,Bordelon_Plans_Palestinian_Strike_To_Protest_New_I,Bordelon_Plans_Palestinian_Strike_To_Protest_New_I,12,said;jewish;fight;settlements;palestinian;tool;bivins;menefee;hebron.;general;mr.;new;strike;gaza;israeli;palestinians;humiliate;bank;government;west,mr.;research;iranian;true;elections;iran;prime;peace;nicolas;gorham;vanesa;bivins;new;scientific;said;osce;lain;palestinian;menefee;german
doc644,e629,1,-1,25,Bordelon__Israeli_President_to_Meet_Ahead_of_Peace,Bordelon_Plans_Palestinian_Strike_To_Protest_New_I,12,think;said;palestinian;...;minister;bivins;visit;meet;menefee;mr.;process;bivins's;time;lain;israeli;israel's;leader;peace;meeting;talks,mr.;research;iranian;true;elections;iran;prime;peace;nicolas;gorham;vanesa;bivins;new;scientific;said;osce;lain;palestinian;menefee;german
doc677,e629,1,-1,25,China_Promies_Slight_Easing_Of_Monetary_Policy_for,Bordelon_Plans_Palestinian_Strike_To_Protest_New_I,12,300;easing;said;lending;billion;state;companies;mr.;victorina;conditions;enterprises;china's;2011;year;bank;policy;monetary;central;china;banks,mr.;research;iranian;true;elections;iran;prime;peace;nicolas;gorham;vanesa;bivins;new;scientific;said;osce;lain;palestinian;menefee;german
doc798,e629,1,-1,25,Bosnia_s_Electoral_Massacre,Bordelon_Plans_Palestinian_Strike_To_Protest_New_I,12,osce;mandate;reason;buenrostro's;...;international;elections;bosnian;fraud;electoral;people;mr.;monitors;vanesa;meeting;tony;process.;elections;coordinator;assessment,mr.;research;iranian;true;elections;iran;prime;peace;nicolas;gorham;vanesa;bivins;new;scientific;said;osce;lain;palestinian;menefee;german
doc913,e629,1,-1,25,Deluna_Firmly_Favors_Reform_In_Selecting_His_New_C,Bordelon_Plans_Palestinian_Strike_To_Protest_New_I,12,president;however;said;thursday;cabinet;imf;minister;number;crabb;coss;loan;mr.;prime;crabb's;new;russia;russian;deputy;july;government,mr.;research;iranian;true;elections;iran;prime;peace;nicolas;gorham;vanesa;bivins;new;scientific;said;osce;lain;palestinian;menefee;german
